4000 3
37 69 53 
16 83 39 
90 32 12 
4000 3
9 1 47 
80 36 32 
3 31 25 
1 47 91 
79 28 60 
27 52 29 
44 46 93 
59 45 16 
14 9 55 
28 40 82 
45 47 91 
76 25 90 
30 21 57 
32 10 55 
33 78 75 
47 49 41 
67 56 75 
64 52 81 
25 28 77 
62 83 51 
27 16 92 
15 60 78 
79 9 45 
50 56 39 
29 82 72 
99 32 22 
79 27 82 
17 64 86 
18 66 38 
45 13 37 
54 50 74 
28 86 83 
35 72 90 
78 99 48 
13 51 54 
24 32 43 
78 17 97 
63 28 27 
46 32 0 
39 45 13 
46 92 69 
72 58 27 
43 13 60 
98 13 52 
47 95 14 
99 20 38 
29 90 96 
99 1 92 
93 98 27 
39 8 82 
56 35 57 
22 64 17 
57 17 92 
74 15 41 
5 57 55 
66 8 68 
91 25 32 
42 56 56 
63 85 91 
82 42 77 
28 69 67 
61 3 76 
42 43 5 
63 80 69 
89 77 54 
87 44 37 
67 73 85 
37 82 13 
32 68 43 
18 1 13 
0 88 90 
14 7 5 
65 2 89 
43 32 76 
84 81 14 
46 32 14 
28 55 13 
34 21 17 
83 99 57 
15 34 98 
34 80 52 
85 50 73 
65 96 0 
75 24 11 
54 85 3 
28 79 14 
90 84 52 
54 11 59 
24 75 70 
56 84 20 
43 6 98 
71 16 54 
33 4 53 
83 91 4 
20 69 52 
45 42 40 
41 26 53 
53 96 39 
98 14 99 
13 42 52 
37 79 51 
92 4 80 
72 64 27 
42 13 98 
73 67 23 
75 35 12 
68 47 30 
95 29 65 
12 56 44 
22 41 13 
41 54 22 
22 17 24 
79 90 27 
78 69 56 
38 62 12 
48 83 50 
30 50 5 
42 68 89 
53 5 8 
70 92 81 
53 43 27 
76 30 8 
30 30 22 
68 24 78 
3 1 2 
98 11 47 
80 90 59 
88 36 85 
40 59 21 
90 7 43 
99 82 39 
26 62 90 
96 90 8 
57 55 10 
56 95 78 
41 63 34 
18 26 32 
79 0 77 
93 78 69 
56 94 69 
40 0 50 
17 42 93 
16 20 5 
29 67 98 
9 71 27 
44 12 35 
99 80 67 
71 72 86 
33 89 88 
88 60 52 
47 9 18 
86 52 17 
12 68 20 
34 45 67 
73 61 63 
50 17 60 
54 60 2 
29 78 75 
32 74 76 
35 62 31 
97 40 93 
33 23 83 
49 29 6 
66 66 45 
52 52 52 
7 3 44 
85 89 92 
34 40 23 
82 60 92 
7 11 60 
42 50 83 
83 52 69 
95 30 32 
66 31 54 
64 63 20 
17 90 70 
83 52 95 
10 4 55 
41 21 99 
21 48 95 
12 7 64 
43 97 21 
60 95 11 
84 95 31 
98 66 17 
45 3 61 
42 36 51 
10 93 97 
53 16 81 
41 14 9 
74 23 77 
26 81 63 
21 2 90 
9 46 45 
1 59 93 
60 43 83 
40 98 64 
0 73 33 
60 32 99 
96 87 32 
63 96 17 
29 47 60 
13 28 82 
35 66 84 
84 62 10 
40 76 0 
55 94 71 
61 54 52 
65 71 92 
3 42 59 
49 76 86 
85 19 68 
13 10 61 
21 85 53 
50 58 21 
27 43 45 
45 46 64 
81 81 85 
53 44 96 
1 24 14 
92 54 7 
30 22 96 
50 22 38 
18 62 72 
7 90 46 
66 42 56 
54 12 14 
11 79 74 
68 1 21 
59 49 52 
15 92 17 
87 8 4 
64 43 81 
70 38 77 
93 98 90 
5 75 36 
7 97 63 
35 23 29 
55 76 68 
3 18 43 
70 51 69 
54 19 52 
12 92 92 
41 69 9 
91 12 31 
30 57 10 
35 25 30 
23 57 78 
11 66 85 
50 50 72 
78 80 22 
15 14 57 
62 33 9 
20 11 53 
32 83 8 
87 3 52 
38 89 60 
67 68 7 
86 12 55 
63 73 64 
66 81 16 
64 93 67 
18 19 48 
33 21 50 
48 6 80 
34 65 5 
10 97 34 
69 75 45 
67 4 15 
85 91 27 
12 21 21 
40 24 51 
75 48 23 
58 66 94 
23 8 27 
20 7 46 
65 52 48 
51 5 12 
50 74 90 
44 30 87 
75 59 46 
86 54 71 
12 8 30 
42 25 14 
9 25 3 
24 81 2 
43 48 98 
88 92 38 
55 1 11 
72 63 0 
90 20 89 
21 26 76 
42 53 73 
60 52 21 
45 47 99 
0 0 17 
84 8 27 
72 87 82 
25 19 53 
86 50 22 
99 4 71 
55 82 30 
12 98 65 
39 33 45 
26 83 83 
15 50 51 
96 87 52 
47 48 59 
60 4 71 
56 51 56 
31 36 81 
32 77 5 
85 95 69 
15 78 15 
21 94 50 
13 34 93 
97 57 70 
91 7 55 
33 64 12 
20 57 55 
36 79 56 
90 43 44 
45 37 81 
87 45 84 
17 17 96 
50 77 85 
69 52 4 
64 85 9 
39 89 86 
6 51 0 
40 9 81 
45 20 39 
19 26 10 
75 83 16 
97 86 92 
51 98 2 
62 78 97 
87 60 25 
92 80 0 
60 88 45 
71 43 51 
19 67 66 
13 92 98 
37 41 82 
60 7 98 
59 67 99 
85 44 39 
28 72 94 
79 45 76 
36 30 44 
56 78 11 
58 26 69 
34 40 4 
41 9 71 
92 77 71 
98 19 74 
69 90 65 
76 93 26 
14 98 76 
93 49 77 
0 43 48 
83 12 79 
22 80 65 
58 14 92 
54 6 9 
91 21 98 
56 68 63 
8 79 87 
53 21 94 
22 49 5 
73 60 40 
27 89 25 
35 54 49 
77 50 74 
90 72 71 
67 99 76 
32 71 82 
91 60 37 
28 46 79 
35 60 73 
92 83 0 
80 37 98 
97 75 14 
12 62 76 
37 44 56 
72 54 89 
24 53 42 
20 77 1 
37 42 81 
56 59 84 
94 1 57 
67 95 93 
60 33 3 
58 82 82 
0 29 25 
75 58 93 
23 47 21 
65 63 16 
23 10 20 
64 16 18 
85 18 25 
8 11 8 
34 14 36 
19 49 49 
87 85 0 
0 70 23 
78 39 51 
89 38 9 
53 39 33 
38 68 22 
12 93 5 
90 90 59 
66 27 78 
89 0 89 
44 48 62 
5 14 59 
48 55 78 
34 89 74 
42 69 74 
54 96 55 
59 81 82 
90 49 11 
34 54 7 
27 83 93 
34 66 29 
69 80 98 
61 93 18 
78 45 25 
17 65 97 
53 20 85 
15 64 79 
95 93 37 
7 92 47 
29 67 45 
64 61 78 
30 18 65 
67 57 91 
12 46 83 
47 89 59 
15 7 46 
51 88 65 
37 43 24 
60 93 89 
37 57 68 
49 97 39 
15 4 46 
55 72 10 
8 41 85 
66 37 58 
28 57 24 
83 42 45 
25 99 76 
55 8 21 
48 21 10 
2 97 49 
23 38 15 
28 89 11 
76 83 82 
45 85 38 
36 1 86 
53 76 91 
84 27 52 
40 71 17 
6 58 47 
67 92 76 
5 3 81 
50 92 51 
45 25 99 
11 62 62 
23 6 25 
58 22 58 
68 87 5 
58 48 31 
77 36 61 
54 49 58 
89 84 72 
91 85 4 
27 27 80 
24 79 36 
6 74 17 
38 81 88 
14 37 15 
87 1 92 
33 21 58 
17 77 50 
29 19 26 
84 91 6 
21 39 52 
67 56 40 
50 88 17 
91 59 82 
74 19 68 
25 5 4 
89 48 75 
68 72 70 
51 11 44 
71 60 43 
85 86 73 
21 44 48 
49 42 3 
92 81 55 
27 21 56 
97 40 53 
65 78 61 
11 35 20 
58 70 38 
85 54 30 
19 87 34 
97 85 28 
32 0 72 
49 42 67 
38 71 80 
52 75 52 
33 89 95 
24 10 91 
35 99 24 
56 54 65 
71 31 32 
35 14 10 
34 34 1 
61 78 76 
76 84 85 
32 95 32 
51 4 24 
42 74 61 
58 86 23 
91 52 45 
93 15 19 
20 5 34 
51 80 60 
36 58 75 
52 8 34 
62 32 35 
59 75 96 
6 94 96 
68 75 40 
84 41 45 
87 15 45 
99 95 85 
27 82 13 
74 46 52 
83 45 58 
27 60 19 
65 76 21 
55 82 25 
74 40 7 
86 35 31 
66 51 66 
46 63 11 
72 46 1 
13 78 36 
4 95 61 
15 91 12 
18 19 87 
10 7 50 
77 86 30 
57 23 65 
34 68 38 
14 62 24 
84 3 62 
91 64 20 
75 5 46 
4 9 52 
89 3 26 
41 37 11 
46 17 15 
30 76 56 
59 54 85 
68 45 16 
20 86 18 
71 79 57 
71 55 83 
94 22 95 
55 15 16 
58 93 66 
57 56 17 
0 49 53 
96 97 12 
21 46 32 
45 0 67 
80 25 28 
5 58 21 
85 83 80 
92 6 55 
58 68 15 
71 74 63 
16 78 72 
26 75 88 
98 89 71 
70 13 52 
56 22 92 
2 50 15 
92 2 16 
41 33 46 
62 90 9 
10 44 62 
16 31 56 
14 63 84 
29 84 31 
17 91 52 
11 62 59 
9 5 74 
19 54 61 
8 14 45 
54 49 62 
66 12 30 
51 69 62 
52 82 20 
99 41 33 
44 55 80 
3 34 28 
97 57 25 
95 92 8 
34 45 35 
39 64 78 
79 21 16 
21 48 79 
56 22 37 
57 19 47 
63 37 59 
88 1 61 
81 91 13 
80 97 55 
56 81 78 
25 33 78 
64 38 81 
4 55 38 
85 11 70 
75 63 32 
50 60 7 
34 39 23 
15 85 5 
25 40 33 
98 53 54 
39 25 29 
83 55 73 
10 34 39 
21 71 23 
73 53 9 
79 12 3 
68 42 45 
54 68 89 
79 78 35 
13 4 37 
47 57 63 
45 55 82 
27 38 4 
96 12 14 
99 41 18 
84 86 71 
21 6 59 
84 82 14 
61 38 1 
58 76 61 
64 27 89 
22 53 88 
31 24 77 
60 97 9 
95 65 5 
80 21 59 
52 34 5 
86 36 82 
62 16 57 
97 66 95 
90 59 93 
89 80 91 
53 52 66 
34 86 76 
70 99 58 
34 52 9 
17 76 64 
71 24 42 
98 22 68 
26 97 22 
32 56 83 
24 53 9 
12 21 28 
9 45 16 
90 15 86 
93 70 33 
39 87 66 
81 85 16 
97 82 62 
36 50 47 
25 24 86 
85 46 32 
5 9 7 
18 82 98 
86 88 11 
36 76 38 
29 86 8 
87 66 83 
64 21 30 
23 44 36 
86 42 9 
95 90 41 
25 12 51 
7 12 89 
29 63 69 
93 82 57 
13 26 43 
40 0 77 
81 92 28 
25 81 12 
92 78 24 
99 52 98 
15 83 30 
80 57 63 
77 83 33 
17 25 8 
23 69 15 
50 86 84 
46 21 73 
80 57 11 
25 29 19 
90 11 98 
71 57 75 
50 12 81 
39 77 61 
51 14 58 
7 22 4 
61 63 79 
7 82 14 
12 83 93 
81 86 67 
60 62 48 
9 74 15 
22 99 66 
83 78 62 
30 36 99 
45 89 87 
40 9 24 
22 57 61 
98 44 46 
7 39 70 
50 64 53 
44 88 5 
65 39 8 
62 87 8 
99 59 45 
85 58 70 
15 74 96 
73 92 8 
67 9 71 
21 46 75 
80 97 70 
26 98 22 
27 44 58 
2 55 42 
95 30 27 
17 5 31 
9 78 87 
29 24 49 
87 77 1 
81 16 72 
64 46 41 
94 82 48 
58 80 99 
96 25 54 
13 70 42 
32 49 26 
48 94 5 
73 36 36 
84 35 95 
42 63 4 
94 81 47 
92 11 64 
99 7 38 
19 50 64 
50 58 53 
54 24 71 
78 52 51 
81 27 23 
67 46 90 
59 70 87 
39 24 34 
97 7 15 
62 61 69 
37 94 69 
54 95 59 
49 95 40 
28 92 20 
36 7 51 
69 61 65 
73 75 53 
81 91 22 
98 96 20 
46 38 53 
52 58 55 
88 97 84 
91 52 80 
43 44 93 
35 26 96 
84 33 32 
79 75 17 
17 56 66 
61 97 50 
47 91 16 
38 76 60 
84 91 59 
54 60 59 
74 26 95 
87 34 33 
89 55 69 
88 2 97 
96 95 9 
83 24 96 
82 61 85 
84 27 96 
73 8 91 
34 65 56 
2 66 88 
6 36 86 
67 6 70 
76 82 74 
57 89 33 
81 50 45 
51 13 3 
96 7 82 
42 73 26 
96 68 93 
73 95 57 
13 42 26 
75 37 58 
13 47 33 
52 47 95 
82 64 47 
69 95 82 
88 88 32 
84 40 78 
61 35 10 
91 84 0 
65 3 86 
26 60 10 
35 54 75 
28 60 15 
51 13 33 
75 46 1 
71 59 58 
8 61 83 
68 76 35 
92 78 40 
15 84 80 
67 64 40 
72 91 30 
78 27 85 
39 73 91 
23 99 16 
61 33 65 
17 31 77 
99 9 40 
26 36 3 
24 47 64 
29 94 84 
24 6 28 
41 41 22 
33 52 33 
76 95 87 
78 47 37 
83 49 45 
6 75 91 
66 51 57 
67 10 41 
51 56 71 
57 79 39 
77 73 36 
47 57 13 
97 35 53 
25 63 98 
68 63 71 
16 60 64 
27 42 76 
33 44 59 
44 90 17 
55 93 95 
59 21 89 
92 99 57 
74 25 30 
20 56 93 
84 10 28 
41 87 98 
16 21 25 
68 24 54 
22 46 89 
11 62 43 
11 43 41 
6 47 62 
47 15 66 
63 17 14 
69 10 62 
20 8 13 
49 90 98 
96 76 19 
13 11 52 
82 23 12 
65 84 21 
40 6 1 
39 67 56 
74 23 47 
71 50 99 
52 2 48 
76 60 23 
97 95 21 
84 16 62 
50 23 52 
61 84 45 
64 48 0 
72 97 66 
79 38 47 
56 70 5 
46 22 76 
63 1 55 
68 58 71 
33 50 81 
39 17 47 
7 41 33 
85 86 65 
43 8 18 
66 3 85 
68 97 59 
31 28 80 
96 3 87 
29 34 47 
95 92 46 
50 74 76 
26 26 41 
88 60 7 
40 18 51 
70 0 96 
44 20 14 
21 25 65 
32 71 44 
8 9 18 
25 81 75 
45 17 85 
62 51 16 
60 87 77 
82 61 99 
51 82 22 
75 10 71 
53 48 45 
6 30 54 
48 70 75 
68 4 17 
94 14 87 
71 94 70 
48 58 78 
29 92 83 
19 56 86 
66 38 96 
75 22 78 
27 23 25 
39 46 54 
29 71 21 
22 56 49 
78 45 84 
62 84 73 
30 30 13 
84 0 22 
8 1 62 
86 44 68 
90 28 31 
43 95 2 
83 72 44 
32 42 56 
94 6 15 
71 86 34 
40 47 43 
12 22 56 
21 32 99 
25 57 35 
20 4 5 
6 10 23 
98 72 86 
99 82 11 
39 42 35 
38 75 76 
72 31 93 
81 88 5 
44 19 7 
90 57 74 
56 0 1 
29 59 9 
0 16 39 
83 15 12 
90 96 68 
46 99 91 
18 20 76 
47 48 95 
54 27 30 
27 43 92 
85 0 99 
59 28 77 
1 20 67 
71 22 67 
42 14 11 
85 26 17 
87 17 34 
52 58 42 
10 95 33 
75 90 12 
52 95 84 
70 7 56 
46 76 51 
27 86 0 
10 26 55 
15 41 26 
64 43 38 
62 89 39 
22 4 30 
43 91 64 
96 71 70 
93 47 83 
90 41 99 
44 76 68 
73 8 3 
10 78 91 
63 69 85 
11 29 47 
89 81 20 
43 6 12 
18 11 28 
89 15 39 
21 68 16 
15 27 20 
45 32 21 
5 41 38 
84 14 8 
47 16 87 
4 12 81 
43 40 81 
65 42 15 
15 3 96 
86 99 11 
83 47 50 
86 98 43 
87 7 14 
68 84 25 
7 75 9 
81 63 85 
75 16 26 
21 97 95 
46 18 69 
69 13 8 
15 68 32 
92 60 17 
81 8 72 
59 7 36 
88 17 49 
43 34 7 
37 27 57 
51 75 85 
72 54 35 
21 60 86 
19 48 7 
45 92 93 
59 71 62 
17 89 41 
70 62 99 
67 41 75 
22 43 66 
56 94 89 
24 2 10 
22 47 7 
68 42 39 
98 98 67 
83 99 39 
99 44 24 
87 63 95 
70 87 89 
2 65 40 
47 56 60 
94 59 99 
5 2 94 
21 79 96 
7 29 80 
76 43 44 
58 20 44 
17 9 28 
16 32 96 
68 77 1 
32 95 1 
21 32 70 
55 16 15 
79 84 21 
28 94 61 
66 46 7 
80 45 29 
71 40 47 
31 89 72 
14 41 22 
40 50 94 
27 85 37 
44 27 23 
66 90 54 
75 10 30 
72 78 32 
98 85 70 
5 78 10 
75 60 65 
40 48 19 
79 45 78 
93 19 76 
89 40 86 
54 12 65 
19 80 14 
97 76 79 
96 51 14 
71 81 45 
32 86 52 
15 68 54 
44 37 16 
52 20 10 
2 62 73 
33 83 80 
29 95 21 
69 95 4 
60 57 6 
42 67 78 
41 56 73 
39 75 66 
35 48 18 
62 76 24 
69 32 45 
0 58 39 
16 24 9 
52 88 28 
94 71 41 
10 28 15 
84 34 36 
66 22 14 
37 22 99 
17 31 55 
90 34 39 
62 26 62 
34 58 47 
99 90 96 
3 40 49 
17 0 90 
11 1 69 
75 26 93 
69 20 47 
22 77 32 
64 73 25 
79 30 8 
82 24 52 
76 96 45 
33 98 9 
41 99 45 
32 97 16 
85 68 86 
92 6 87 
35 89 0 
41 17 27 
23 43 81 
62 22 91 
49 43 13 
82 91 60 
83 25 75 
20 98 35 
34 84 76 
4 54 3 
93 50 53 
97 95 86 
74 13 29 
55 43 57 
16 51 48 
38 87 7 
4 27 86 
79 50 82 
46 13 75 
98 69 22 
49 44 32 
28 95 59 
28 31 56 
69 56 87 
19 34 11 
51 5 80 
91 47 45 
89 56 10 
34 91 15 
9 98 37 
84 81 78 
59 54 51 
69 65 14 
23 96 91 
91 25 4 
28 64 83 
84 42 61 
67 76 7 
62 83 18 
83 56 48 
42 81 68 
53 18 49 
71 59 76 
41 33 37 
84 48 72 
27 94 74 
45 56 36 
43 2 50 
26 33 73 
27 74 67 
23 32 53 
72 83 2 
79 13 45 
32 79 73 
73 47 62 
3 51 70 
15 82 36 
22 4 77 
80 46 52 
7 99 85 
52 74 99 
1 4 76 
20 62 95 
54 82 96 
48 80 41 
8 27 1 
8 92 19 
99 22 93 
73 20 48 
26 88 77 
3 3 92 
17 8 69 
23 44 38 
27 46 98 
36 55 9 
45 69 22 
91 69 34 
68 72 58 
57 14 82 
37 33 88 
27 54 26 
21 75 35 
18 40 42 
94 1 69 
9 89 34 
39 66 95 
16 97 30 
17 11 61 
39 73 83 
1 75 64 
91 27 93 
88 25 8 
88 17 57 
22 58 78 
21 83 5 
62 17 14 
0 83 46 
98 10 50 
39 76 94 
43 87 13 
71 23 96 
53 98 6 
23 53 27 
58 91 29 
21 74 46 
92 58 77 
5 38 77 
94 44 74 
10 15 45 
83 78 70 
44 23 89 
76 99 22 
19 59 57 
8 42 67 
67 49 33 
93 4 1 
32 23 64 
97 85 44 
5 14 58 
94 64 27 
15 40 31 
41 23 99 
2 75 1 
4 24 38 
46 63 80 
22 75 67 
4 47 1 
91 88 53 
82 53 38 
48 41 61 
74 19 75 
62 27 34 
96 13 71 
94 82 4 
98 16 38 
78 48 51 
20 1 4 
11 70 85 
58 8 9 
84 58 83 
23 95 19 
17 81 54 
32 75 38 
30 85 15 
31 79 66 
87 39 31 
17 24 28 
60 24 50 
64 81 76 
99 32 16 
13 65 24 
49 73 27 
56 12 50 
46 73 56 
30 43 93 
69 63 21 
38 66 76 
38 65 13 
90 85 39 
5 1 29 
43 35 16 
72 71 96 
75 24 88 
77 39 64 
15 53 70 
44 67 7 
29 23 52 
83 51 93 
1 55 47 
26 37 56 
56 24 94 
67 10 25 
81 86 9 
42 7 64 
93 73 18 
22 64 6 
1 65 29 
26 29 86 
52 67 90 
37 2 14 
5 70 20 
4 80 32 
37 34 94 
50 75 95 
73 14 31 
6 3 17 
55 37 3 
10 99 39 
83 98 60 
58 62 49 
78 91 99 
55 89 3 
59 38 80 
21 17 17 
8 50 26 
70 41 37 
51 89 17 
99 56 32 
91 83 91 
28 0 22 
47 20 12 
70 52 34 
55 10 98 
1 12 66 
24 47 56 
5 8 92 
12 16 40 
37 66 49 
2 55 73 
15 74 37 
4 71 49 
29 80 4 
62 79 28 
27 97 34 
22 72 19 
67 23 34 
91 59 36 
94 63 93 
78 41 79 
32 53 34 
67 74 94 
56 40 50 
6 56 96 
73 86 37 
89 83 35 
65 68 43 
20 50 49 
94 25 79 
61 10 73 
67 16 94 
56 76 27 
55 97 53 
79 94 8 
39 77 91 
28 61 45 
47 12 37 
59 76 17 
80 38 94 
14 9 34 
24 19 92 
25 68 13 
66 94 27 
13 28 39 
94 33 52 
91 5 74 
3 94 57 
12 13 68 
5 99 0 
32 46 68 
63 72 79 
68 88 74 
78 74 45 
85 86 69 
7 89 27 
24 70 5 
21 57 78 
93 56 41 
87 33 43 
71 73 61 
34 33 48 
17 13 50 
33 5 9 
55 27 8 
3 26 97 
46 48 20 
89 43 51 
48 62 49 
32 21 49 
71 29 85 
12 5 20 
1 15 21 
75 35 38 
33 37 45 
27 72 48 
47 59 34 
52 68 77 
35 72 90 
79 47 48 
71 17 69 
67 46 74 
89 29 99 
56 70 30 
13 32 31 
28 73 66 
10 78 12 
88 7 26 
93 15 67 
20 57 29 
6 44 61 
14 43 55 
58 10 86 
11 36 59 
53 78 61 
74 95 38 
17 44 87 
61 31 83 
29 75 64 
66 97 48 
29 9 67 
70 37 0 
92 74 92 
2 81 83 
92 57 3 
51 55 63 
55 95 4 
58 73 19 
4 85 92 
69 42 16 
32 52 96 
92 87 4 
53 50 6 
45 9 11 
65 83 55 
92 99 72 
87 35 38 
13 63 26 
47 43 10 
5 21 72 
17 42 9 
4 60 34 
52 71 42 
8 28 30 
43 35 66 
77 53 40 
95 16 76 
83 70 12 
46 57 92 
56 23 92 
46 53 76 
72 4 0 
38 88 70 
44 23 44 
31 2 89 
47 81 0 
11 82 9 
45 55 15 
7 24 83 
23 76 59 
74 56 0 
37 37 99 
96 61 75 
18 15 42 
7 80 67 
35 52 72 
45 86 25 
41 71 77 
79 78 4 
18 96 76 
32 41 18 
91 98 64 
13 97 5 
82 67 91 
96 3 16 
64 19 19 
71 30 82 
35 79 67 
30 65 97 
31 15 37 
86 25 74 
45 96 96 
58 0 65 
96 41 78 
53 6 79 
73 87 84 
67 91 35 
63 83 84 
25 67 44 
60 13 96 
96 1 11 
14 87 27 
64 48 93 
56 79 55 
98 43 70 
95 11 64 
63 14 62 
90 66 55 
30 32 48 
87 49 33 
55 36 66 
96 59 27 
31 25 20 
43 41 26 
30 39 40 
78 80 71 
59 19 55 
25 2 67 
46 7 36 
25 85 78 
49 10 1 
36 29 32 
14 81 76 
69 71 97 
41 56 18 
24 62 3 
65 84 86 
58 59 68 
95 53 78 
23 34 38 
42 16 31 
77 64 85 
64 57 84 
49 83 27 
64 62 5 
74 32 27 
53 27 57 
48 10 36 
6 91 18 
64 55 24 
65 75 17 
18 18 68 
41 98 79 
4 96 65 
64 42 25 
56 39 46 
58 96 53 
20 81 44 
24 28 69 
42 62 66 
42 66 38 
2 74 60 
77 55 0 
8 11 28 
3 34 87 
92 98 60 
4 75 1 
97 6 24 
78 47 87 
14 94 2 
52 47 61 
1 59 29 
99 89 38 
26 94 61 
90 28 45 
64 69 38 
36 90 99 
86 13 67 
44 63 18 
46 6 38 
0 74 20 
95 74 7 
92 16 54 
4 50 39 
57 33 93 
37 73 42 
50 77 88 
35 53 92 
58 87 31 
91 46 22 
60 43 82 
21 80 50 
88 75 44 
93 74 54 
18 41 35 
51 35 61 
66 58 34 
86 96 48 
39 88 45 
13 60 89 
51 25 31 
12 28 73 
74 74 31 
76 54 2 
98 66 1 
39 10 89 
85 42 86 
46 42 99 
67 7 13 
30 2 66 
51 14 66 
37 38 75 
6 87 12 
61 29 13 
46 53 22 
43 20 6 
89 45 42 
56 68 63 
75 71 11 
41 70 56 
87 4 95 
76 56 44 
56 4 12 
63 72 4 
90 76 40 
58 7 18 
72 73 85 
25 74 61 
64 50 42 
51 22 88 
56 43 60 
37 13 51 
65 83 61 
67 33 10 
86 36 39 
49 20 81 
11 24 31 
89 61 20 
55 40 58 
11 39 58 
78 75 14 
44 35 1 
30 69 27 
34 48 47 
89 73 84 
54 8 58 
29 81 7 
35 51 54 
25 62 96 
72 40 90 
53 12 17 
77 87 64 
18 4 37 
17 81 49 
99 11 18 
2 84 95 
13 4 40 
48 27 29 
41 56 64 
29 15 35 
52 30 85 
69 65 57 
94 55 17 
42 6 80 
73 21 37 
32 10 23 
46 8 83 
2 41 83 
95 31 26 
71 25 36 
3 22 66 
39 92 59 
2 52 14 
61 77 58 
52 33 87 
81 35 31 
69 86 11 
71 84 18 
68 3 30 
16 5 25 
80 63 16 
52 26 5 
61 90 69 
61 55 35 
98 55 50 
8 34 23 
94 70 85 
14 45 92 
54 65 35 
79 67 82 
25 71 57 
31 6 11 
2 65 44 
56 18 2 
14 6 24 
37 89 71 
75 3 37 
94 47 64 
5 2 53 
54 37 36 
22 47 47 
31 33 92 
73 55 58 
9 9 13 
20 73 63 
23 34 44 
92 25 48 
64 28 1 
65 23 55 
18 45 90 
25 35 0 
85 26 23 
40 92 74 
41 24 25 
30 11 59 
74 28 30 
60 18 98 
78 35 38 
3 39 31 
73 35 91 
44 97 64 
38 77 86 
21 78 54 
6 51 10 
64 70 22 
89 71 90 
25 0 80 
57 86 12 
36 71 70 
13 83 97 
4 31 21 
80 65 68 
36 13 88 
60 51 74 
69 98 0 
29 28 29 
45 63 27 
57 45 28 
40 96 16 
55 48 45 
92 70 41 
87 29 6 
20 35 4 
84 92 17 
30 16 91 
69 12 44 
17 41 46 
98 7 6 
52 53 45 
27 59 20 
9 5 8 
27 60 8 
40 14 72 
13 2 92 
49 3 80 
98 15 36 
15 92 53 
81 97 29 
84 22 69 
55 16 42 
48 13 42 
90 69 27 
29 74 2 
17 70 98 
62 96 21 
26 77 23 
61 93 57 
50 70 24 
84 9 38 
5 65 81 
82 91 78 
47 93 0 
69 60 59 
94 11 39 
55 3 76 
8 22 68 
5 22 97 
72 19 44 
87 63 76 
86 24 41 
78 41 4 
36 13 79 
45 91 97 
15 18 6 
22 60 81 
81 99 10 
78 39 67 
26 56 63 
43 76 76 
91 76 4 
77 44 32 
49 79 73 
10 85 64 
46 55 85 
52 67 83 
67 48 97 
59 23 81 
36 30 36 
20 7 10 
11 50 67 
65 73 80 
92 5 28 
0 18 91 
25 80 81 
86 66 36 
73 16 1 
94 69 94 
40 89 22 
78 97 39 
93 33 71 
62 63 55 
29 69 84 
29 76 49 
5 75 48 
58 39 43 
52 56 44 
27 33 48 
15 8 16 
96 70 33 
90 29 25 
42 2 95 
13 61 63 
89 25 16 
47 17 1 
73 4 20 
96 65 58 
21 70 22 
81 82 60 
95 9 45 
88 29 62 
20 38 70 
55 63 53 
17 85 89 
8 3 4 
49 79 91 
37 68 75 
44 75 70 
47 47 1 
0 45 38 
66 22 75 
24 58 45 
33 49 4 
59 51 0 
19 57 66 
71 67 89 
18 29 59 
10 29 44 
14 52 42 
18 97 77 
87 50 60 
5 47 42 
36 47 39 
89 81 65 
30 14 68 
27 34 98 
72 89 38 
11 21 28 
63 8 36 
14 91 63 
23 69 83 
64 37 76 
26 50 8 
75 46 12 
27 12 5 
56 42 1 
51 31 92 
90 7 80 
31 0 63 
60 95 62 
44 35 27 
79 17 93 
4 89 1 
72 76 66 
40 43 30 
10 66 74 
96 30 14 
92 24 70 
87 29 5 
34 23 12 
33 5 9 
8 0 59 
62 62 3 
41 20 77 
31 7 5 
4 4 35 
2 10 54 
18 88 37 
8 36 98 
10 40 88 
0 99 84 
65 53 92 
2 61 56 
37 46 90 
90 74 6 
8 2 21 
13 94 76 
18 62 53 
30 77 81 
82 92 27 
73 41 37 
12 71 37 
52 30 76 
15 61 44 
10 8 60 
84 17 53 
55 46 25 
89 86 98 
64 64 74 
11 46 79 
35 91 1 
93 56 34 
65 24 27 
32 36 94 
2 40 86 
84 18 78 
5 27 92 
68 1 85 
76 53 83 
75 5 5 
50 28 20 
76 93 52 
14 4 24 
30 76 18 
21 33 19 
92 22 66 
7 33 28 
80 86 62 
37 52 76 
88 99 30 
79 66 20 
83 11 26 
37 74 42 
20 84 7 
80 88 66 
69 53 57 
73 73 21 
6 74 70 
45 82 65 
91 30 41 
98 75 61 
42 61 94 
72 28 99 
1 33 83 
21 70 49 
29 3 99 
74 36 48 
22 6 38 
4 99 60 
93 62 51 
14 21 44 
32 70 14 
14 22 52 
26 29 5 
26 47 4 
95 34 72 
53 57 97 
39 53 45 
99 26 68 
83 50 87 
5 69 49 
54 35 63 
8 89 86 
65 5 11 
39 75 65 
10 2 6 
18 86 86 
37 38 81 
89 42 66 
67 4 74 
67 32 21 
47 52 32 
77 78 95 
49 6 61 
34 46 36 
82 98 47 
39 88 62 
26 2 86 
32 8 37 
19 50 16 
20 32 9 
12 88 1 
99 33 67 
27 1 89 
20 75 60 
67 16 52 
